Date,PM2.5,PM10,NO2,NOx,CO,SO2,O3,temp,max_temp,min_temp,humid,visible
2016-12-02,22.14,78.55,26.06,6.103803681,0.72,3.55,20.83,21.0,26.9,18.0,86.0,5.5
2016-12-03,18.3,102.86,30.35,6.088128834,0.82,4.06,11.42,21.1,26.9,18.9,88.0,6.3
2016-12-04,24.44,136.05,23.2,6.072453988,1.66,3.15,8.61,22.8,28.0,19.0,73.0,6.3
2016-12-05,23.63,124.78,30.2,6.056779141,2.95,4.43,9.8,23.4,29.0,19.6,68.0,6.9
2016-12-06,36.97,155.51,44.45,6.041104294,1.7,3.0,15.37,22.0,29.4,18.0,62.0,6.3
2016-12-07,40.72,132.73,44.74,6.025429448,0.65,3.63,20.32,22.1,28.0,15.0,59.0,6.3
2016-12-08,32.59,128.54,43.67,6.009754601,0.69,5.58,16.42,22.8,29.0,18.4,61.0,6.6
2016-12-09,44.96,135.0,40.56,5.994079755,1.19,6.68,13.5,22.6,29.5,16.2,42.0,6.9
2016-12-10,30.37,124.8,37.24,5.978404908,0.46,3.47,6.73,20.1,30.3,15.0,41.0,6.9
2016-12-11,24.98,138.06,42.15,5.962730061,1.76,8.15,8.43,21.7,28.0,12.0,46.0,6.3
2016-12-12,42.19,131.75,25.22,5.947055215,1.46,6.85,22.58,21.0,28.4,18.5,66.0,5.5
2016-12-13,204.25,156.315,22.25,5.931380368,0.97,7.88,18.31,18.9,25.0,17.7,97.0,4.0
2016-12-14,30.72,180.88,23.41,5.915705521,0.54,2.62,22.5,20.3,22.0,18.6,90.0,4.0
2016-12-15,28.47,142.64,37.05,5.900030675,1.15,3.72,12.13,21.8,26.5,17.9,70.0,6.3
2016-12-16,34.57,137.45,37.38,5.884355828,1.39,4.25,7.08,20.8,27.3,18.4,81.0,6.3
2016-12-17,36.97,143.58,38.93,5.868680982,1.63,4.35,13.37,22.4,27.5,18.0,64.0,7.4
2016-12-18,35.21,130.91,40.15,5.853006135,0.79,4.81,26.23,22.3,28.4,16.8,59.0,5.8
2016-12-19,37.8,144.73,40.9,5.837331288,0.73,4.27,25.9,22.0,28.9,16.7,57.0,6.3
2016-12-20,19.09,121.19,35.67,5.821656442,0.71,3.75,18.88,21.8,29.4,15.6,67.0,6.9
2016-12-21,19.68,99.9,24.18,5.805981595,0.46,4.19,16.53,22.6,29.0,17.7,63.0,5.8
2016-12-22,39.64,176.96,30.67,5.790306748,0.28,4.74,28.61,22.3,30.4,16.5,43.0,6.0
2016-12-23,43.67,150.64,72.51,5.774631902,0.74,7.81,37.75,21.3,31.0,14.0,40.0,6.0
2016-12-24,57.79,141.76,79.24,5.758957055,0.62,7.79,11.26,21.6,30.3,14.4,42.0,6.0
2016-12-25,39.11,145.35,46.39,5.743282209,0.71,4.93,52.62,20.6,30.5,14.7,62.0,6.0
2016-12-26,34.02,121.66,49.47,5.727607362,0.84,5.17,34.44,21.8,29.0,14.8,46.0,5.8
2016-12-27,53.5,111.09,41.33,5.711932515,0.7,7.04,23.74,21.5,30.4,14.9,42.0,6.0
2016-12-28,38.53,80.87,20.7,5.696257669,0.2,4.32,17.27,21.9,29.8,16.4,58.0,6.8
2016-12-29,44.9,112.78,30.07,5.680582822,0.46,5.6,25.23333333,20.8,28.7,15.5,54.0,6.0
2016-12-30,54.65,134.46,44.47,5.664907975,0.57,5.58,33.19666667,20.8,28.2,14.8,56.0,5.8
2016-12-31,40.96,128.38,47.25,5.649233129,0.74,4.92,41.16,20.9,27.9,14.7,58.5,5.9
2017-01-01,20.13,105.61,42.34,5.633558282,0.77,4.8,25.9,21.0,27.6,14.6,61.0,6.0
2017-01-02,19.61,105.34,40.94,5.617883436,0.68,4.93,29.95,21.6,27.7,17.0,59.0,6.8
2017-01-03,26.66,106.4,49.02,5.602208589,0.74,4.95,31.55,22.3,29.0,16.1,48.0,6.9
2017-01-04,36.93,118.86,38.48,5.586533742,0.76,4.58,39.09,21.8,29.5,15.8,54.0,6.8
2017-01-05,36.09,114.62,36.01,5.570858896,0.63,4.57,35.78,21.9,29.0,15.5,56.0,6.0
2017-01-06,41.53,131.53,39.13,5.555184049,0.59,4.32,39.95,21.0,28.6,16.0,56.0,6.8
2017-01-07,47.48,140.54,40.87,5.539509202,0.79,5.57,43.82,20.9,29.0,16.0,66.0,5.5
2017-01-08,37.61,124.94,33.21,5.523834356,0.67,4.83,39.25,20.9,27.8,16.0,62.0,6.3
2017-01-09,43.11,136.23,44.61,5.508159509,0.86,8.12,38.14,21.0,28.5,15.0,58.0,6.8
2017-01-10,74.1,125.23,37.38,5.492484663,0.61,5.51,59.48,22.1,28.1,16.0,55.0,6.0
2017-01-11,42.42,142.13,47.35,5.476809816,1.02,5.96,56.92,22.0,29.4,16.6,60.0,6.3
2017-01-12,24.26,140.88,44.12,5.461134969,0.68,3.72,52.42,21.8,29.2,16.4,61.0,6.3
2017-01-13,31.22,108.09,26.86,5.445460123,0.55,3.67,50.8,21.2,28.0,16.9,66.0,5.5
2017-01-14,29.21,114.92,13.26,5.429785276,0.543333333,3.29,63.14,20.7,28.3,17.2,61.0,6.3
2017-01-15,26.3,121.75,11.83,5.414110429,0.536666667,3.07,58.37,20.7,27.2,15.5,61.0,6.3
2017-01-16,31.65,128.58,34.1,5.398435583,0.53,5.25,53.3,20.9,27.6,15.7,57.0,6.0
2017-01-17,37.02,130.28,52.33,5.382760736,1.3,7.6,53.06125,21.3,28.0,15.4,47.0,6.0
2017-01-18,39.68,111.56,47.26,5.36708589,0.67,6.18,52.8225,20.4,28.9,14.4,57.0,6.8
2017-01-19,31.59,104.2,42.72,5.351411043,1.03,5.81,52.58375,20.4,28.2,15.8,64.0,6.3
2017-01-20,39.92,116.54,47.16,5.335736196,0.6,5.54,52.345,21.7,27.6,15.3,64.0,6.3
2017-01-21,40.34,103.46,67.51,5.32006135,0.61,6.9,52.10625,21.7,28.9,18.5,68.0,6.3
2017-01-22,44.895,102.7,76.4,5.304386503,0.58,7.09,51.8675,23.3,30.0,16.8,47.0,7.4
2017-01-23,49.45,125.79,67.63,5.288711656,0.71,6.9,51.62875,22.4,30.3,15.9,52.0,6.3
2017-01-24,41.55,121.2,45.39,5.27303681,5.28,6.23,51.39,22.4,29.5,16.0,52.0,6.9
2017-01-25,34.96,114.94,41.5,5.257361963,6.42,4.81,49.67,22.6,30.3,16.7,52.0,6.3
2017-01-26,27.04,109.75,28.01,5.241687117,7.32,3.67,47.81,21.9,29.2,18.3,75.0,4.0
2017-01-27,23.36,87.39,46.38,5.22601227,8.19,5.81,19.01,22.1,26.0,19.7,79.0,6.3
2017-01-28,10.26,65.08,63.82,5.210337423,7.67,5.34,20.22,22.7,26.2,20.0,76.0,6.0
2017-01-29,6.8,59.96,39.99,5.194662577,6.65,4.24,17.63,23.7,28.7,19.2,70.0,6.0
2017-01-30,31.79,83.98,40.89,5.17898773,7.54,4.51,34.35,24.1,30.6,17.9,58.0,6.8
2017-01-31,37.81,81.51,40.55,5.163312883,1.55,7.85,47.14,23.9,31.7,18.2,54.0,6.9
2017-02-01,27.42,81.76,43.93,5.147638037,1.87,8.57,39.53,23.1,32.0,16.0,46.0,6.9
2017-02-02,49.35,82.75,58.2,5.13196319,6.34,5.18,72.53,23.5,31.5,16.4,40.0,7.7
2017-02-03,32.16,93.4,43.39,5.116288344,15.93,3.37,50.44,22.7,31.7,16.7,50.0,6.9
2017-02-04,32.08,101.5666667,19.23,5.100613497,14.89,3.34,60.82,21.9,30.0,16.6,49.0,6.9
2017-02-05,29.93,109.7333333,19.93,5.08493865,11.68,2.93,58.61,22.2,29.3,15.9,47.0,8.5
2017-02-06,32.73,117.9,45.2,5.069263804,15.22,4.71,60.34,22.9,30.7,16.0,45.0,6.9
2017-02-07,43.1,102.65,64.19,5.053588957,12.47,6.59,65.58,23.9,30.9,16.1,36.0,6.9
2017-02-08,41.94,91.18,45.34,5.03791411,9.04,7.24,64.64,23.8,32.2,16.6,37.0,6.3
2017-02-09,38.04,103.85,45.51,5.022239264,0.58,6.22,12.28,23.4,32.0,15.8,35.0,6.9
2017-02-10,36.09,102.51,41.63,5.006564417,0.66,7.38,13.96,23.4,32.1,15.5,34.0,6.9
2017-02-11,29.54,93.69,51.47,4.990889571,1.01,5.61,41.88,22.8,32.6,16.1,42.0,6.9
2017-02-12,27.65,81.87,57.48,4.975214724,0.68,5.79,43.53,21.5,31.0,15.2,48.0,6.0
2017-02-13,30.98,71.6,44.34,4.959539877,0.5,5.43,45.778,22.1,29.6,15.8,54.0,6.9
2017-02-14,34.94,71.16,49.0,4.943865031,0.87,5.9,48.026,22.6,28.8,17.4,61.0,6.3
2017-02-15,40.41,78.71,64.96,4.928190184,1.08,8.65,50.274,23.1,29.0,17.3,45.0,6.9
2017-02-16,34.8,86.61,70.5,4.912515337,1.25,7.73,52.522,22.2,29.8,16.1,41.0,5.5
2017-02-17,47.98,114.34,70.87,4.896840491,1.4,10.26,54.77,22.2,29.5,15.9,48.0,6.9
2017-02-18,47.56,99.64,80.24,4.881165644,1.08,9.22,57.018,23.8,30.5,16.4,39.0,6.3
2017-02-19,41.4,108.35,102.78,4.865490798,1.13,8.57,59.266,23.7,31.2,16.8,42.0,6.9
2017-02-20,53.85,115.91,95.12,4.849815951,1.14,10.75,61.514,24.6,31.8,17.7,38.0,6.3
2017-02-21,52.93,122.79,75.14,4.834141104,0.86,9.32,63.762,25.9,33.4,19.3,41.0,6.3
2017-02-22,42.13,116.85,51.89,4.818466258,1.11,17.04,66.01,26.7,34.5,19.2,37.0,6.3
2017-02-23,44.09,107.48,49.76,4.802791411,0.38,9.22,45.32,26.8,35.2,19.2,35.0,6.9
2017-02-24,42.73,92.91,47.21,4.787116564,0.4,9.04,21.94,27.2,35.0,19.7,31.0,6.9
2017-02-25,40.96,86.08,35.46,4.771441718,0.34,7.42,19.64,26.7,35.5,19.0,31.0,5.5
2017-02-26,35.66,90.69,32.39,4.755766871,0.39,7.69,34.75,25.8,34.9,20.0,41.0,6.9
2017-02-27,37.55,85.57,38.99,4.740092025,0.46,7.0,25.64,24.3,33.3,19.1,36.0,6.9
2017-02-28,31.19,87.32,43.09,4.724417178,0.46,6.84,27.08,24.8,31.6,17.4,28.0,6.9
2017-03-01,39.98,98.33,72.79,4.708742331,0.36,6.83,32.88,24.2,32.5,16.9,29.0,6.9
2017-03-02,36.36,85.55,51.16,4.693067485,0.38,6.54,22.95,24.4,32.0,15.7,33.0,6.9
2017-03-03,29.87,89.98,40.71,4.677392638,1.01,6.43,22.65,25.8,32.0,18.2,43.0,6.9
2017-03-04,28.41,75.22,41.35,4.661717791,0.53,8.16,13.85,26.3,33.2,20.7,52.0,6.9
2017-03-05,23.15,78.15,25.6,4.646042945,0.39,7.12,20.8,27.2,32.8,21.5,54.0,6.3
2017-03-06,26.67,74.17,29.12,4.630368098,0.35,6.61,19.79,26.0,34.5,22.0,62.0,6.9
2017-03-07,27.87,81.97,38.6,4.614693252,0.35,5.4,25.64,26.2,33.1,21.5,60.0,6.9
2017-03-08,31.78,84.76,41.89,4.599018405,0.79,8.94,29.59,25.6,33.8,21.1,62.0,6.9
2017-03-09,32.53,98.45,38.79,4.583343558,0.35,6.8,16.07,26.7,32.5,21.2,54.0,6.9
2017-03-10,29.4,71.8,22.5,4.567668712,0.21,5.47,29.37,27.0,33.6,21.9,48.0,6.9
2017-03-11,28.94,76.71,25.81,4.551993865,0.22,5.57,26.56,27.3,33.5,21.0,36.0,6.9
2017-03-12,27.07,65.19,28.21,4.536319018,0.13,5.54,30.11,27.4,33.7,21.0,40.0,6.9
2017-03-13,42.64,98.52,26.88,4.520644172,0.26,6.36,19.9,26.6,34.3,22.2,57.0,6.9
2017-03-14,21.93,70.51,25.17,4.504969325,0.46,3.91,11.13,25.2,34.0,22.0,67.0,6.9
2017-03-15,17.99,66.24,23.84,4.489294479,0.28,4.61,8.93,25.3,30.4,20.8,57.0,6.9
2017-03-16,27.59,63.81,23.73,4.473619632,0.21,4.77,28.92,26.0,31.5,20.3,50.0,6.9
2017-03-17,39.28,107.17,30.51,4.457944785,0.16,4.14,47.72,27.2,32.1,21.0,48.0,6.9
2017-03-18,32.33,87.57,30.75,4.442269939,0.78,7.59,66.57,27.9,33.8,21.9,45.0,6.9
2017-03-19,32.31,81.68,21.08,4.426595092,0.2,5.33,57.26,28.0,35.0,22.4,45.0,6.9
2017-03-20,38.73,105.25,29.11,4.410920245,0.3,4.51,60.19,28.0,36.0,23.2,48.0,6.9
2017-03-21,36.42,95.55,30.76,4.395245399,0.48,5.53,42.51,27.4,34.8,22.4,49.0,6.9
2017-03-22,43.96,105.81,32.28,4.379570552,0.55,6.87,36.22,27.4,33.6,22.0,43.0,6.9
2017-03-23,44.26,102.04,41.3,4.363895706,0.68,8.28,42.18,27.4,34.0,20.6,35.0,6.9
2017-03-24,67.75,107.42,39.52,4.348220859,0.48,7.14,43.89,27.7,34.7,20.6,28.0,6.9
2017-03-25,47.51,114.14,40.07,4.332546012,0.56,9.41,52.37,28.1,35.6,20.6,25.0,6.9
2017-03-26,53.63,116.45,35.29,4.316871166,0.3,12.82,68.34,28.6,37.2,21.6,28.0,6.9
2017-03-27,40.42,114.11,27.16,4.301196319,0.13,3.65,45.77,28.3,36.1,21.2,28.0,6.9
2017-03-28,55.94,105.81,30.4,4.285521472,0.25,4.77,40.7,28.8,35.3,22.0,32.0,6.9
2017-03-29,41.83,89.06,23.82,4.269846626,0.32,3.28,52.94,28.8,36.0,22.4,36.0,6.9
2017-03-30,46.83,69.68,27.69,4.254171779,0.14,2.48,47.33,28.4,35.9,23.0,37.0,6.9
2017-03-31,55.9,94.22,37.77,4.238496933,0.26,2.53,53.42,29.2,35.4,22.1,30.0,6.9
2017-04-01,51.65,108.37,37.78,4.222822086,0.51,2.79,61.72,28.6,35.8,22.5,34.0,6.9
2017-04-02,32.61,104.58,30.53,4.207147239,0.48,2.59,66.27,28.9,36.3,21.9,40.0,6.9
2017-04-03,39.37,106.07,41.21,4.191472393,0.68,2.79,68.42,29.4,35.6,23.5,39.0,6.9
2017-04-04,36.85,99.33,25.76,4.175797546,0.54,2.3,72.54,29.2,35.5,24.0,47.0,6.9
2017-04-05,29.5,78.34,20.83,4.160122699,0.44,2.0,69.06,27.4,36.1,22.0,55.0,6.9
2017-04-06,29.52,92.48,19.83,4.144447853,0.33,2.28,66.84,27.9,35.5,22.4,53.0,6.9
2017-04-07,31.08,79.87,24.61,4.128773006,0.46,2.65,68.4,28.6,35.5,22.5,49.0,6.9
2017-04-08,36.66,103.5,34.42,4.11309816,0.68,2.8,45.04,30.1,36.0,24.5,39.0,6.9
2017-04-09,29.29,89.11,28.32,4.097423313,0.48,2.54,37.96,29.4,36.5,24.4,43.0,8.5
2017-04-10,43.0,90.64,34.64,4.081748466,0.74,3.03,60.0,28.7,36.0,23.4,51.0,6.9
2017-04-11,31.18,92.2,34.13,4.06607362,0.44,2.39,60.0,29.4,35.6,23.5,42.0,6.9
2017-04-12,50.84,84.95,27.24,4.050398773,0.61,9.91,17.79,29.9,36.0,24.0,40.0,6.9
2017-04-13,50.54,105.34,37.62,4.034723926,0.56,4.26,75.93,29.3,37.0,24.0,31.0,6.9
2017-04-14,51.33,104.38,39.64,4.01904908,0.55,5.03,63.27,28.8,36.5,23.2,36.0,6.9
2017-04-15,35.01,101.83,45.01,4.003374233,0.69,6.77,60.39,29.0,35.6,22.6,38.0,6.9
2017-04-16,29.02,102.67,32.75,3.987699387,0.44,8.21,66.23,26.9,36.8,23.2,58.0,6.9
2017-04-17,34.86,79.44,27.93,3.97202454,0.44,5.81,83.69,25.7,36.2,22.2,61.0,6.3
2017-04-18,38.46,66.4,24.41,3.956349693,0.44,5.07,91.3,28.6,35.0,20.6,52.0,6.9
2017-04-19,38.13,84.63,25.49,3.940674847,0.52,4.74,81.46,28.9,35.6,23.5,53.0,6.9
2017-04-20,29.75,56.29,24.78,3.925,0.43,4.71,47.22,26.6,35.7,23.0,65.0,6.9
2017-04-21,21.53,80.41,24.41,3.909325153,0.47,4.71,54.16,26.9,35.2,21.7,60.0,6.3
2017-04-22,25.46,62.1,22.79,3.893650307,0.45,4.83,24.41,28.6,34.0,22.7,51.0,6.9
2017-04-23,28.49,74.8,23.6,3.87797546,0.08,3.68,7.03,29.2,35.5,23.6,42.0,6.9
2017-04-24,34.85,91.71,32.57,3.862300613,0.135,3.49,21.33,29.6,36.4,22.9,43.0,6.9
2017-04-25,29.88,108.62,31.4,3.846625767,0.19,3.52,27.0,27.5,37.0,22.6,53.0,6.9
2017-04-26,33.95,110.88,42.65,3.83095092,0.7,3.86,48.16,28.7,37.0,22.5,47.0,6.9
2017-04-27,40.01,100.72,38.94,3.815276074,0.67,5.61,27.84,29.1,35.6,24.0,48.0,6.9
2017-04-28,62.07,84.02,32.77,3.799601227,0.49,4.4,61.69,28.6,35.9,23.5,47.0,6.9
2017-04-29,38.44,76.53,39.84,3.78392638,0.44,5.15,43.66,25.6,35.3,21.0,60.0,6.9
2017-04-30,13.3,111.3,45.34,3.768251534,0.46,5.04,22.75,28.3,35.6,20.1,43.0,6.9
2017-05-01,20.32,80.58,31.84,3.752576687,0.39,4.82,39.36,26.8,35.6,20.5,48.0,6.9
2017-05-02,24.2,78.44,41.08,3.73690184,0.35,4.88,24.89,27.6,35.1,22.3,49.0,6.9
2017-05-03,66.24,87.15,35.96,3.721226994,0.48,6.26,21.17,28.2,34.2,23.3,51.0,6.9
2017-05-04,42.2,90.14,43.35,3.705552147,0.47,5.54,17.45,28.7,34.2,23.4,47.0,6.9
2017-05-05,28.27,85.96,42.47,3.689877301,0.62,5.76,6.19,29.8,35.9,24.4,48.0,6.9
2017-05-06,40.02,92.31,37.46,3.674202454,0.49,5.88,17.855,28.9,36.0,24.2,52.0,6.9
2017-05-07,30.26,76.29,29.37,3.658527607,0.4,5.31,29.52,27.3,36.6,21.0,55.0,6.3
2017-05-08,27.66,57.56,31.17,3.642852761,0.43,4.16,52.55,26.9,37.0,20.8,59.0,6.9
2017-05-09,32.01,57.82,31.86,3.627177914,0.23,3.67,33.71,26.0,33.2,22.5,67.0,6.9
2017-05-10,23.19,74.07,32.79,3.611503067,0.18,2.54,25.26,27.0,33.2,21.5,58.0,6.9
2017-05-11,28.52,35.51,39.12,3.595828221,0.42,8.55,36.74,26.9,34.4,22.0,61.0,6.9
2017-05-12,50.58,62.09,23.23,3.580153374,0.52,15.38,10.9,27.6,32.5,23.0,61.0,6.9
2017-05-13,120.56,73.92,26.63,3.564478528,0.49,8.45,18.96,28.1,33.0,23.7,60.0,6.9
2017-05-14,25.22,73.47,30.63,3.548803681,0.54,3.65,16.82,27.1,33.8,22.5,63.0,6.9
2017-05-15,14.94,50.05,26.57,3.533128834,0.52,3.52,38.46,27.1,35.0,21.8,58.0,6.3
2017-05-16,19.1,65.84,29.5,3.517453988,0.36,3.83,34.53,29.2,35.2,23.5,53.0,6.9
2017-05-17,22.93,65.3,26.74,3.501779141,0.38,3.73,45.09,27.6,36.4,22.6,66.0,6.9
2017-05-18,36.58,59.73,27.92,3.486104294,0.66,3.32,13.13,26.1,34.5,20.0,65.0,6.9
2017-05-19,20.87,45.38,32.01,3.470429448,0.56,3.49,21.6,26.2,35.5,19.4,67.0,6.9
2017-05-20,17.43,68.76,37.75,3.454754601,0.37,3.49,21.87,26.8,33.7,20.2,61.0,6.9
2017-05-21,12.53,50.36,34.15,3.439079755,0.37,3.51,23.31,26.1,35.1,19.9,70.0,6.9
2017-05-22,16.58,69.24,33.06,3.423404908,0.33,2.99,13.76,25.7,32.0,19.5,73.0,6.9
2017-05-23,25.83,63.33,37.11,3.407730061,0.41,3.57,20.05,26.7,32.5,19.4,64.0,6.9
2017-05-24,19.58,58.26,30.27,3.392055215,0.33,3.77,26.67,26.5,33.5,20.5,64.0,6.9
2017-05-25,21.39,59.53,29.53,3.376380368,0.38,3.75,16.72,27.6,34.0,21.9,67.0,8.5
2017-05-26,24.85,69.0,26.78,3.360705521,0.41,3.65,11.46,26.2,33.3,21.0,75.0,6.9
2017-05-27,18.21,44.46,29.32,3.345030675,0.42,3.6,18.34,23.1,33.1,20.0,84.0,6.3
2017-05-28,19.75,52.33,25.4,3.329355828,0.28,3.66,12.12,24.9,30.0,20.0,76.0,6.9
2017-05-29,21.08,60.65,26.89,3.313680982,0.34,3.32,9.02,25.5,30.4,21.3,71.0,6.9
2017-05-30,23.2,56.28,25.22,3.298006135,0.26,3.33,9.85,25.2,30.5,21.4,73.0,6.9
2017-05-31,22.87,77.5,27.67,3.282331288,0.17,3.09,9.92,24.9,31.2,20.8,74.0,6.9
2017-06-01,22.79,59.56,31.62,3.266656442,0.68,4.57,10.13,26.1,31.5,20.8,69.0,6.9
2017-06-02,20.19,60.05,32.25,3.250981595,0.35,3.89,8.69,26.4,32.1,21.8,70.0,6.9
2017-06-03,20.98,56.9,33.91,3.235306748,0.3,3.08,8.19,25.7,32.4,22.0,70.0,6.9
2017-06-04,13.39,69.89,24.89,3.219631902,0.64,1.33,7.55,26.2,32.2,20.7,64.0,6.9
2017-06-05,21.81,82.88,31.17,3.203957055,0.98,4.21,8.38,26.1,32.0,21.7,66.0,6.9
2017-06-06,22.93,49.92,30.17,3.188282209,0.85,3.86,7.92,25.9,32.0,21.8,67.0,6.3
2017-06-07,22.94,32.85,27.88,3.172607362,0.53,4.37,10.29,23.9,31.2,22.0,71.0,6.9
2017-06-08,20.75,75.64,25.47,3.156932515,0.59,4.56,14.64,25.0,29.6,21.5,67.0,6.9
2017-06-09,23.65,82.24,27.84,3.141257669,0.65,4.59,19.12,23.4,29.6,21.1,77.0,6.9
2017-06-10,19.78,91.96,31.35,3.125582822,0.61,4.87,19.88,23.9,28.1,20.7,74.0,6.6
2017-06-11,16.51,77.75,30.97,3.109907975,0.54,4.72,19.08,23.3,27.9,20.8,75.0,6.9
2017-06-12,19.12,65.59,28.24,3.094233129,0.58,4.79,19.47,22.4,28.3,20.2,83.0,5.5
2017-06-13,21.6,100.65,28.56,3.078558282,0.8,4.33,19.68,24.2,27.5,20.7,78.0,6.9
2017-06-14,19.77,95.84,29.47,3.062883436,0.63,4.24,21.06,25.8,29.7,22.0,66.0,6.9
2017-06-15,24.56,112.8,31.52,3.047208589,0.87,4.74,20.85,25.1,31.2,21.5,67.0,6.9
2017-06-16,24.66,89.59,31.25,3.031533742,0.62,5.71,18.43,22.9,29.5,21.0,79.0,6.3
2017-06-17,24.18,87.23,30.54,3.015858896,0.56,4.36,20.06,23.1,28.4,20.6,80.0,7.4
2017-06-18,17.82,92.85,26.38,3.000184049,0.63,5.21,9.1,23.8,28.0,20.2,77.0,6.9
2017-06-19,16.61,85.76,25.73,2.984509202,0.58,4.74,10.17,23.4,29.0,20.0,76.0,6.9
2017-06-20,24.03,90.54,25.75,2.968834356,0.61,6.85,7.75,24.2,28.0,21.0,83.0,6.9
2017-06-21,19.58,110.37,30.5,2.953159509,0.6,7.44,13.04,24.6,29.0,20.8,75.0,6.9
2017-06-22,21.05,71.41,26.66,2.937484663,0.62,5.8,8.43,24.4,29.5,20.5,75.0,6.9
2017-06-23,24.53,38.64,30.26,2.921809816,0.58,7.02,13.82,24.8,29.8,20.0,67.0,6.9
2017-06-24,25.35,123.16,45.04,2.906134969,0.55,6.42,10.04,24.4,30.5,21.0,71.0,6.3
2017-06-25,25.16,89.68,39.31,2.890460123,0.56,5.68,7.84,23.8,29.4,20.6,77.0,6.9
2017-06-26,31.13,96.37,37.52,2.874785276,1.16,7.96,8.44,24.2,29.0,20.4,71.0,7.4
2017-06-27,37.61,111.77,38.89,2.859110429,0.83,6.63,8.39,23.6,29.5,20.4,73.0,7.4
2017-06-28,37.34,97.49,34.73,2.843435583,0.6,6.63,8.99,24.3,29.8,20.3,63.0,6.6
2017-06-29,36.44,78.38,31.89,2.827760736,0.42,6.62,9.92,24.3,29.1,20.4,68.0,6.9
2017-06-30,35.4,107.39,33.89,2.81208589,0.69,6.63,10.32,24.2,29.0,20.8,68.0,6.9
2017-07-01,25.33,129.55,39.99,2.796411043,0.67,7.11,11.34,24.6,29.0,19.3,69.0,6.9
2017-07-02,30.07,110.45,68.84,2.780736196,1.64,6.55,10.47,25.2,29.7,20.5,66.0,6.9
2017-07-03,25.82,93.48,68.34,2.76506135,0.69,6.23,10.21,23.8,29.9,20.9,76.0,6.9
2017-07-04,97.7625,82.18,32.27,2.749386503,0.59,5.81,9.67,23.7,28.7,20.4,76.0,6.9
2017-07-05,169.705,87.64,30.38,2.733711656,0.62,4.7,8.98,23.2,28.2,20.0,79.0,6.9
2017-07-06,241.6475,79.21,27.42,2.71803681,0.52,3.82,9.26,23.8,29.2,20.2,76.0,6.9
2017-07-08,313.59,120.31,32.94,2.702361963,0.69,4.97,9.39,23.2,27.4,20.4,78.0,6.9
2017-07-09,35.29,109.11,31.08,2.686687117,0.6,5.16,9.34,24.4,28.2,20.2,68.0,6.9
2017-07-10,33.44,102.45,29.55,2.67101227,0.63,5.33,10.61,24.8,30.3,20.5,66.0,6.9
2017-07-11,29.38,88.16,29.5,2.655337423,0.64,4.09,12.44,24.1,30.0,20.8,72.0,6.9
2017-07-12,27.64,76.48,26.82,2.639662577,0.68,5.16,18.42,23.7,29.5,21.0,75.0,6.3
2017-07-13,28.97,95.74,30.58,2.62398773,1.53,4.45,24.82,22.9,28.5,20.0,75.0,7.4
2017-07-14,22.68,96.47,30.3,2.608312883,0.67,5.41,47.62,22.9,27.0,20.0,73.0,6.9
2017-07-15,22.43,112.32,32.43,2.592638037,0.6,7.9,47.14,22.2,27.2,20.2,80.0,6.9
2017-07-16,17.2,98.67,31.1,2.57696319,0.52,6.3,23.82,23.2,28.0,19.7,74.0,6.9
2017-07-17,21.05,110.36,30.06,2.561288344,0.58,4.72,44.94,23.9,28.8,20.0,70.0,7.7
2017-07-18,18.45,82.75,29.79,2.545613497,0.62,4.58,27.09,22.9,28.3,20.7,78.0,6.9
2017-07-19,16.44,66.58,31.75,2.52993865,0.68,4.71,30.16,22.2,26.6,20.6,87.0,6.9
2017-07-20,31.68,87.62,31.34,2.514263804,0.65,5.1,54.5,23.5,26.7,20.6,66.0,6.9
2017-07-21,21.53,104.24,31.7,2.498588957,1.12,5.3,41.97,23.8,28.7,19.7,74.0,6.9
2017-07-22,20.15,120.48,33.19,2.48291411,1.35,4.29,53.85,24.8,29.0,20.0,69.0,6.3
2017-07-23,17.34,117.82,32.36,2.467239264,1.08,5.61,24.37,24.4,30.5,20.5,70.0,6.9
2017-07-24,24.23,111.03,31.45,2.451564417,1.08,5.68,42.69,24.8,30.3,20.2,68.0,6.9
2017-07-25,28.54,99.2,30.72,2.435889571,1.4,5.2,50.04,25.2,30.3,20.5,65.0,6.9
2017-07-26,23.68,105.63,30.53,2.420214724,0.59,4.73,51.12,25.4,30.5,20.5,64.0,6.9
2017-07-27,24.49,95.5,31.02,2.404539877,0.59,5.17,55.9,24.4,30.2,20.5,71.0,6.9
2017-07-28,21.77,77.97,28.74,2.388865031,1.17,4.57,51.05,24.7,31.1,21.0,71.0,6.9
2017-07-29,27.91,88.52,29.8,2.373190184,1.07,4.72,56.82,24.7,31.3,20.6,69.0,6.9
2017-07-30,22.36,91.72,29.57,2.357515337,1.07,4.67,23.6,25.2,30.7,21.3,72.0,6.3
2017-07-31,27.27,90.24,28.65,2.341840491,0.48,5.23,45.36,24.9,30.7,22.0,75.0,5.8
2017-08-01,26.57,91.01,26.22,2.326165644,1.5,5.34,54.93,25.2,30.5,21.4,67.0,6.9
2017-08-02,20.74,91.07,26.36,2.310490798,1.77,5.6,41.25,25.0,31.5,21.6,69.0,6.9
2017-08-03,17.67,74.63,25.46,2.294815951,2.95,5.31,39.16,24.3,31.2,20.3,72.0,6.9
